title,n_enrolled,Level,subject,language,weeks_duration,price,on_demand,categ_price,comisiones,costos,sales
Enseñanza temprana de matemáticas y ciencias,8250,Introductory,Education & Teacher Training,Español,8-12,25,True,0-50,2.5,20625.0,206250
Entrepreneurship 102: What can you do for your customer?,11275,Introductory,Business & Management,English,8-12,49,True,0-50,4.9,55247.50000000001,552475
Italian Language and Culture: Advanced (2019-2020),24667,Advanced,Language,Otros,8-12,49,True,0-50,4.9,120868.3,1208683
Introduction to Marketing,24130,Introductory,Business & Management,English,4-8,149,True,100-150,14.9,359537.0,3595370
Origins of the Human Mind,11812,Introductory,Science,English,4-8,49,True,0-50,4.9,57878.8,578788
Introduction to Geometry,61824,Introductory,Math,English,>12,50,True,0-50,5.0,309120.0,3091200
The Future of Work: Preparing for Disruption,43125,Introductory,Economics & Finance,English,4-8,5,True,0-50,0.5,21562.5,215625
Clinical Reasoning Process,5367,Introductory,Medicine,English,4-8,149,True,100-150,14.9,79968.3,799683
Datos para la efectividad de las políticas públicas,80425,Introductory,Data Analysis & Statistics,Español,8-12,25,True,0-50,2.5,201062.5,2010625
Media Law,7253,Introductory,Art & Culture,English,>12,249,False,>150,24.900000000000002,180599.7,1805997
Líderes para la Gestión en Seguridad Ciudadana y Justicia,12826,Intermediate,Social Sciences,Español,8-12,25,True,0-50,2.5,32065.0,320650
"Diseña, fabrica y programa tu propio robot",25024,Introductory,Engineering,Español,4-8,75,True,50-100,7.5,187680.0,1876800
Pivoting to Online Teaching: Research and Practitioner Perspectives,5289,Introductory,Education & Teacher Training,English,4-8,139,True,100-150,13.9,73517.1,735171
Circular Economy: An Interdisciplinary Approach,10281,Advanced,Business & Management,English,4-8,149,True,100-150,14.9,153186.9,1531869
Calculus 1B: Integration,44669,Intermediate,Math,English,>12,100,False,50-100,10.0,446690.0,4466900
Algorithmic Design and Techniques,40620,Intermediate,Computer Science,English,4-8,99,True,50-100,9.9,402138.0,4021380
Drinking Water Treatment,51918,Intermediate,Engineering,English,4-8,50,True,0-50,5.0,259590.0,2595900
Fundamentos de información financiera y contable,7789,Intermediate,Economics & Finance,Español,4-8,49,True,0-50,4.9,38166.100000000006,381661
Les principes de la finance,44037,Intermediate,Business & Management,Otros,>12,150,True,100-150,15.0,660555.0,6605550
Music Technology Foundations,34550,Introductory,Computer Science,English,4-8,169,True,>150,16.900000000000002,583895.0000000001,5838950
The Entrepreneurial Mindset,31077,Introductory,Business & Management,English,4-8,149,True,100-150,14.9,463047.3,4630473
"Anatomy: Gastrointestinal, Reproductive and Endocrine Systems",26453,Introductory,Biology & Life Sciences,English,4-8,49,True,0-50,4.9,129619.70000000001,1296197
Risk Management and Credit Principles,9028,Advanced,Economics & Finance,English,4-8,199,True,>150,19.900000000000002,179657.2,1796572
Steps in Japanese for Beginners1 Part3,6169,Introductory,Language,English,4-8,99,True,50-100,9.9,61073.100000000006,610731
Structural Materials: Selection and Economics,9752,Introductory,Engineering,English,1-4,50,True,0-50,5.0,48760.0,487600
