title,n_enrolled,Level,subject,language,weeks_duration,price,on_demand,categ_price,comisiones,costos,sales
Analyzing Data with Python,94079,Introductory,Data Analysis & Statistics,English,4-8,39,True,0-50,3.9000000000000004,366908.10000000003,3669081
Excel: gestión de datos,111785,Intermediate,Computer Science,Español,4-8,75,True,50-100,7.5,838387.5,8383875
Probability - The Science of Uncertainty and Data,205615,Advanced,Data Analysis & Statistics,English,>12,300,False,>150,30.0,6168450.0,61684500
"Fundamentals of Neuroscience, Part 3: The Brain",85034,Introductory,Biology & Life Sciences,English,4-8,99,True,50-100,9.9,841836.6,8418366
Sikhism Through Its Scriptures,44125,Introductory,Humanities,English,1-4,99,True,50-100,9.9,436837.5,4368375
Upper-Intermediate English: Business and Modern Life,77991,Intermediate,Language,English,1-4,50,True,0-50,5.0,389955.0,3899550
Religious Literacy: Traditions and Scriptures,96972,Introductory,Humanities,English,1-4,99,True,50-100,9.9,960022.8,9600228
Programación para todos (empezando con Python),81004,Introductory,Computer Science,Español,4-8,49,True,0-50,4.9,396919.60000000003,3969196
Analyzing and Visualizing Data with Power BI,28879,Introductory,Data Analysis & Statistics,English,1-4,99,True,50-100,9.9,285902.10000000003,2859021
High-Dimensional Data Analysis,78443,Advanced,Data Analysis & Statistics,English,1-4,149,True,100-150,14.9,1168800.7,11688007
Introduction To Music Theory,67029,Introductory,Humanities,English,4-8,49,True,0-50,4.9,328442.10000000003,3284421
Human Anatomy,126850,Introductory,Medicine,English,4-8,139,True,100-150,13.9,1763215.0,17632150
"CitiesX: The Past, Present and Future of Urban Life",76874,Introductory,Social Sciences,English,8-12,99,True,50-100,9.9,761052.6,7610526
The Path to Happiness: What Chinese Philosophy Teaches us about the Good Life,24208,Introductory,Philosophy & Ethics,English,>12,99,True,50-100,9.9,239659.2,2396592
Entrepreneurship 101: Who is your customer?,41838,Introductory,Business & Management,English,8-12,49,True,0-50,4.9,205006.2,2050062
"U.S. Public Policy: Social, Economic, and Foreign Policies",44045,Introductory,Social Sciences,English,1-4,49,True,0-50,4.9,215820.50000000003,2158205
Machine Learning with Python: from Linear Models to Deep Learning,85561,Advanced,Computer Science,English,>12,300,False,>150,30.0,2566830.0,25668300
Introduction to Data Science,43766,Introductory,Data Analysis & Statistics,English,4-8,39,True,0-50,3.9000000000000004,170687.40000000002,1706874
Circuits and Electronics 1: Basic Circuit Analysis,52639,Introductory,Electronics,English,4-8,169,True,>150,16.900000000000002,889599.1000000001,8895991
Introduction to Investments,91788,Intermediate,Business & Management,English,4-8,50,True,0-50,5.0,458940.0,4589400
Improving Your Business Through a Culture of Health,54136,Introductory,Business & Management,English,8-12,99,True,50-100,9.9,535946.4,5359464
Introduction to Linear Models and Matrix Algebra,92004,Intermediate,Math,English,1-4,149,True,100-150,14.9,1370859.6,13708596
DO Your Venture: Entrepreneurship For Everyone,61989,Introductory,Business & Management,English,4-8,150,True,100-150,15.0,929835.0,9298350
El valor de la creatividad y la innovación: La Economía Naranja,23728,Introductory,Art & Culture,Español,4-8,25,True,0-50,2.5,59320.0,593200
Humanitarian Response to Conflict and Disaster,119891,Introductory,Health & Safety,English,4-8,99,True,50-100,9.9,1186920.9000000001,11869209
"Women Making History: Ten Objects, Many Stories",38939,Introductory,History,English,4-8,99,True,50-100,9.9,385496.10000000003,3854961
Masterpieces of World Literature,88789,Introductory,Literature,English,8-12,149,True,100-150,14.9,1322956.1,13229561
SQL for Data Science,39184,Introductory,Data Analysis & Statistics,English,1-4,39,True,0-50,3.9000000000000004,152817.6,1528176
El cerebro y las emociones en el lenguaje,41279,Introductory,Communication,Español,4-8,49,True,0-50,4.9,202267.1,2022671
Science & Cooking: From Haute Cuisine to Soft Matter Science (physics),62673,Introductory,Physics,English,>12,169,True,>150,16.900000000000002,1059173.7000000002,10591737
Python: aprender a programar,21613,Introductory,Computer Science,Español,4-8,49,True,0-50,4.9,105903.70000000001,1059037
Marketing Analytics: Competitive Analysis and Market Segmentation,70682,Intermediate,Computer Science,English,1-4,249,True,>150,24.900000000000002,1759981.8,17599818
MalariaX: Defeating Malaria from the Genes to the Globe,37598,Intermediate,Biology & Life Sciences,English,4-8,49,True,0-50,4.9,184230.2,1842302
Entrepreneurship in Emerging Economies,113602,Introductory,Business & Management,English,4-8,125,True,100-150,12.5,1420025.0,14200250
JavaScript Introduction,160112,Introductory,Computer Science,English,4-8,199,True,>150,19.900000000000002,3186228.8000000003,31862288
People Management,113592,Introductory,Business & Management,English,4-8,150,True,100-150,15.0,1703880.0,17038800
Using Email for Networking in English,57208,Introductory,Language,English,1-4,149,True,100-150,14.9,852399.2000000001,8523992
Databases: Relational Databases and SQL,20502,Introductory,Computer Science,English,1-4,50,True,0-50,5.0,102510.0,1025100
C Programming: Getting Started,104108,Introductory,Computer Science,English,4-8,49,True,0-50,4.9,510129.2,5101292
Supply Chain Analytics,145049,Introductory,Business & Management,English,>12,199,False,>150,19.900000000000002,2886475.1,28864751
Programming for the Web with JavaScript,91406,Intermediate,Computer Science,English,1-4,149,True,100-150,14.9,1361949.4000000001,13619494
Introduction to Digital Humanities,37501,Introductory,Humanities,English,4-8,99,True,50-100,9.9,371259.9,3712599
Upper-Intermediate English: Business and Industry,103704,Intermediate,Language,English,1-4,50,True,0-50,5.0,518520.0,5185200
EmSAT English Preparation - Level 1,29101,Introductory,Language,English,4-8,49,True,0-50,4.9,142594.90000000002,1425949
Python for Data Science,266978,Advanced,Data Analysis & Statistics,English,8-12,350,True,>150,35.0,9344230.0,93442300
Empathy and Emotional Intelligence at Work,45867,Introductory,Business & Management,English,1-4,199,True,>150,19.900000000000002,912753.3,9127533
Design Thinking and Creativity for Innovation,47549,Intermediate,Business & Management,English,8-12,5,True,0-50,0.5,23774.5,237745
China and Communism,69104,Introductory,History,English,>12,139,True,100-150,13.9,960545.6,9605456
Mandarin Chinese Level 1,56040,Introductory,Language,English,4-8,149,True,100-150,14.9,834996.0,8349960
Introduction to Biology - The Secret of Life,147512,Introductory,Biology & Life Sciences,English,>12,150,False,100-150,15.0,2212680.0,22126800
Photoshop: una herramienta para presentaciones innovadoras,22969,Introductory,Art & Culture,Español,4-8,19,True,0-50,1.9000000000000001,43641.100000000006,436411
Causal Diagrams: Draw Your Assumptions Before Your Conclusions,50949,Introductory,Data Analysis & Statistics,English,8-12,99,True,50-100,9.9,504395.10000000003,5043951
生活英语听说 | Conversational English Skills,301585,Introductory,Communication,English,8-12,49,True,0-50,4.9,1477766.5,14777665
Shakespeare’s Othello: The Moor,31868,Introductory,Humanities,English,1-4,49,True,0-50,4.9,156153.2,1561532
Basic Spanish 2: One Step Further,67687,Introductory,Language,English,1-4,50,True,0-50,5.0,338435.0,3384350
Financial Market Analysis,37452,Intermediate,Economics & Finance,English,4-8,25,True,0-50,2.5,93630.0,936300
CS50's Computer Science for Business Professionals,73208,Introductory,Computer Science,English,4-8,90,True,50-100,9.0,658872.0,6588720
Gobierno Digital,18883,Introductory,Social Sciences,Español,4-8,25,True,0-50,2.5,47207.5,472075
Upper-Intermediate English: Business and Globalization,58532,Intermediate,Language,English,1-4,50,True,0-50,5.0,292660.0,2926600
The Opioid Crisis in America,54805,Introductory,Medicine,English,8-12,99,True,50-100,9.9,542569.5,5425695
Gestión de Proyectos de Desarrollo,306286,Introductory,Business & Management,Español,8-12,49,True,0-50,4.9,1500801.4000000001,15008014
Statistical Learning,27968,Introductory,Data Analysis & Statistics,English,8-12,50,True,0-50,5.0,139840.0,1398400
Introduction to Social Psychology,79365,Introductory,Humanities,English,4-8,99,True,50-100,9.9,785713.5,7857135
Artificial Intelligence (AI),265104,Advanced,Computer Science,English,8-12,249,False,>150,24.900000000000002,6601089.600000001,66010896
American Government: Constitutional Foundations,35504,Introductory,Social Sciences,English,1-4,49,True,0-50,4.9,173969.6,1739696
Introducción a la inversión bursátil,64261,Introductory,Economics & Finance,Español,1-4,50,True,0-50,5.0,321305.0,3213050
Japanese Books: From Manuscript to Print,17581,Introductory,Art & Culture,English,8-12,100,True,50-100,10.0,175810.0,1758100
Foundations of Modern Finance  I,24108,Advanced,Economics & Finance,English,8-12,450,False,>150,45.0,1084860.0,10848600
Operations Management,126093,Intermediate,Business & Management,English,4-8,150,True,100-150,15.0,1891395.0,18913950
Marketing Management,80010,Intermediate,Business & Management,English,8-12,150,True,100-150,15.0,1200150.0,12001500
Marketing enfocado en la estrategia de servicios,24618,Introductory,Business & Management,Español,4-8,119,True,100-150,11.9,292954.2,2929542
Introduction to Marketing,169126,Introductory,Business & Management,English,4-8,150,True,100-150,15.0,2536890.0,25368900
Programming Basics,215059,Introductory,Computer Science,English,8-12,149,True,100-150,14.9,3204379.1,32043791
Probability and Statistics in Data Science using Python,106286,Advanced,Data Analysis & Statistics,English,8-12,350,True,>150,35.0,3720010.0,37200100
HTML5 Coding Essentials and Best Practices,241287,Intermediate,Computer Science,English,4-8,199,True,>150,19.900000000000002,4801611.300000001,48016113
First Nights - Beethoven's 9th Symphony and the 19th Century Orchestra,37426,Introductory,Humanities,English,1-4,49,True,0-50,4.9,183387.40000000002,1833874
Cell Biology: Mitochondria,64142,Introductory,Biology & Life Sciences,English,1-4,99,True,50-100,9.9,635005.8,6350058
"Algorithms: Design and Analysis, Part 1",20163,Intermediate,Computer Science,English,4-8,149,True,100-150,14.9,300428.7,3004287
Introducción al Office 365,16470,Introductory,Computer Science,Español,4-8,75,True,50-100,7.5,123525.0,1235250
Creative Thinking: Techniques and Tools for Success,54787,Introductory,Humanities,English,4-8,49,True,0-50,4.9,268456.30000000005,2684563
Upper-Intermediate English: Business and Technology,47451,Intermediate,Language,English,1-4,50,True,0-50,5.0,237255.0,2372550
Shakespeare's Hamlet: The Ghost,38331,Introductory,Humanities,English,1-4,49,True,0-50,4.9,187821.90000000002,1878219
FlashDiet: Aprende a comer sano,48105,Introductory,Food & Nutrition,Español,4-8,50,True,0-50,5.0,240525.0,2405250
CS50's Understanding Technology,50030,Introductory,Computer Science,English,4-8,90,True,50-100,9.0,450270.0,4502700
Introduction to Aerospace Structures and Materials,37126,Introductory,Engineering,English,4-8,50,True,0-50,5.0,185630.0,1856300
Visualizing Data with Python,42101,Intermediate,Data Analysis & Statistics,English,4-8,39,True,0-50,3.9000000000000004,164193.90000000002,1641939
Success: Practical Thinking Skills,24414,Introductory,Philosophy & Ethics,English,1-4,50,True,0-50,5.0,122070.0,1220700
English for Doing Business in Asia – Speaking,68422,Introductory,Humanities,English,4-8,60,True,50-100,6.0,410532.0,4105320
Nutrition and Health: Macronutrients and Overnutrition,208582,Introductory,Biology & Life Sciences,English,8-12,99,True,50-100,9.9,2064961.8,20649618
"Contemporary China: The People's Republic, Taiwan, and Hong Kong",66771,Introductory,History,English,>12,139,True,100-150,13.9,928116.9,9281169
Introduction to Clinical Psychology,57234,Introductory,Humanities,English,4-8,99,True,50-100,9.9,566616.6,5666166
Modern Masterpieces of World Literature,48049,Introductory,Literature,English,4-8,99,True,50-100,9.9,475685.10000000003,4756851
"Citizen Politics in America: Public Opinion, Elections, Interest Groups, and the Media",24259,Introductory,Social Sciences,English,1-4,49,True,0-50,4.9,118869.1,1188691
Applied Scrum for Agile Project Management,55293,Advanced,Engineering,English,1-4,199,True,>150,19.900000000000002,1100330.7000000002,11003307
Corporate Finance,62798,Intermediate,Business & Management,English,4-8,150,True,100-150,15.0,941970.0,9419700
Judaism Through Its Scriptures,50540,Introductory,Humanities,English,1-4,99,True,50-100,9.9,500346.0,5003460
Excel avanzado: importación y análisis de datos,47184,Advanced,Data Analysis & Statistics,Español,4-8,75,True,50-100,7.5,353880.0,3538800
CSS Basics,95163,Introductory,Computer Science,English,4-8,199,True,>150,19.900000000000002,1893743.7000000002,18937437
Unlocking Information Security: Part I,19905,Intermediate,Computer Science,English,4-8,149,True,100-150,14.9,296584.5,2965845
Becoming an Effective Leader,55937,Intermediate,Communication,English,8-12,99,True,50-100,9.9,553776.3,5537763
Digital Branding and Engagement,122977,Intermediate,Communication,English,1-4,99,True,50-100,9.9,1217472.3,12174723
Introduction to Cybersecurity,73021,Introductory,Computer Science,English,4-8,199,True,>150,19.900000000000002,1453117.9000000001,14531179
General Academic English|生活英语进阶,17526,Introductory,Language,English,4-8,49,True,0-50,4.9,85877.40000000001,858774
Gestión de personas: Recursos Humanos,19687,Introductory,Business & Management,Español,4-8,119,True,100-150,11.9,234275.30000000002,2342753
From Poverty to Prosperity: Understanding Economic Development,91062,Intermediate,Social Sciences,English,4-8,149,True,100-150,14.9,1356823.8,13568238
Medical Terminology,31354,Introductory,Biology & Life Sciences,English,4-8,79,True,50-100,7.9,247696.6,2476966
Ancient Masterpieces of World Literature,48899,Introductory,Literature,English,4-8,99,True,50-100,9.9,484100.10000000003,4841001
Shakespeare's The Merchant of Venice: Shylock,23283,Introductory,Humanities,English,1-4,49,True,0-50,4.9,114086.70000000001,1140867
Gestión del estrés y Mindfulness,15965,Introductory,Health & Safety,Español,1-4,49,True,0-50,4.9,78228.5,782285
Behavioural Economics in Action,66764,Introductory,Business & Management,English,4-8,139,True,100-150,13.9,928019.6,9280196
Finance for Everyone: Smart Tools for Decision-Making,45029,Introductory,Business & Management,English,4-8,49,True,0-50,4.9,220642.1,2206421
Creating Innovative Business Models,12227,Introductory,Business & Management,English,1-4,149,True,100-150,14.9,182182.30000000002,1821823
u.lab: Leading From the Emerging Future,79424,Introductory,Business & Management,English,>12,99,True,50-100,9.9,786297.6,7862976
Electric Cars: Introduction,56171,Intermediate,Engineering,English,1-4,50,True,0-50,5.0,280855.0,2808550
Inteligencia Artificial para todos: Domina los fundamentos,11764,Introductory,Computer Science,Español,1-4,49,True,0-50,4.9,57643.600000000006,576436
Marketing Analytics,55228,Advanced,Business & Management,English,8-12,249,False,>150,24.900000000000002,1375177.2000000002,13751772
Introducción a la Regulación Emocional basada en Mindfulness,20634,Introductory,Health & Safety,Español,1-4,49,True,0-50,4.9,101106.6,1011066
Design Thinking Fundamentals,56446,Intermediate,Business & Management,English,4-8,299,True,>150,29.900000000000002,1687735.4000000001,16877354
Basic Spanish 3: Getting there,17569,Introductory,Language,English,1-4,50,True,0-50,5.0,87845.0,878450
Mi propia huerta orgánica,11346,Introductory,Biology & Life Sciences,Español,1-4,29,True,0-50,2.9000000000000004,32903.4,329034
Sustainability in Architecture: An Interdisciplinary Introduction,31352,Intermediate,Architecture,English,1-4,50,True,0-50,5.0,156760.0,1567600
Gestión de riesgos en proyectos de desarrollo,47676,Intermediate,Business & Management,Español,8-12,25,True,0-50,2.5,119190.0,1191900
Python Data Structures,36369,Introductory,Computer Science,English,4-8,49,True,0-50,4.9,178208.1,1782081
The Science and Business of Biotechnology,17039,Intermediate,Business & Management,English,>12,49,True,0-50,4.9,83491.1,834911
Finance Essentials,63666,Introductory,Business & Management,English,4-8,79,True,50-100,7.9,502961.4,5029614
Introduction to the Internet of Things (IoT),89421,Introductory,Computer Science,English,4-8,149,True,100-150,14.9,1332372.9000000001,13323729
'Talk to me': Improving mental health and suicide prevention in young adults,11481,Introductory,Health & Safety,English,4-8,139,True,100-150,13.9,159585.9,1595859
Disaster Medicine Training,10937,Introductory,Medicine,English,4-8,50,True,0-50,5.0,54685.0,546850
Nutrition and Health: Human Microbiome,44079,Introductory,Health & Safety,English,4-8,49,True,0-50,4.9,215987.1,2159871
Customer Relationship Management,53085,Intermediate,Business & Management,English,4-8,50,True,0-50,5.0,265425.0,2654250
Islam Through Its Scriptures,65430,Introductory,Humanities,English,1-4,99,True,50-100,9.9,647757.0,6477570
Mechatronics Revolution: Fundamentals and Core Concepts,11619,Introductory,Engineering,English,>12,149,True,100-150,14.9,173123.1,1731231
Accounting for Decision-Making,57710,Intermediate,Business & Management,English,4-8,150,True,100-150,15.0,865650.0,8656500
C Programming: Language Foundations,46400,Introductory,Computer Science,English,4-8,49,True,0-50,4.9,227360.00000000003,2273600
Big Data sin misterios,65564,Intermediate,Data Analysis & Statistics,Español,8-12,25,True,0-50,2.5,163910.0,1639100
Becoming a Successful Leader (Inclusive Leadership Training),215705,Introductory,Communication,English,1-4,49,True,0-50,4.9,1056954.5,10569545
"English for Journalists, Part 1",50847,Intermediate,Communication,English,4-8,139,True,100-150,13.9,706773.3,7067733
Introduction to Networking,16134,Introductory,Computer Science,English,4-8,150,True,100-150,15.0,242010.0,2420100
Accounting Essentials,58463,Introductory,Business & Management,English,4-8,79,True,50-100,7.9,461857.7,4618577
Introduction to Java Programming: Starting to code in Java,325554,Introductory,Computer Science,English,4-8,149,True,100-150,14.9,4850754.600000001,48507546
European Paintings: From Leonardo to Rembrandt to Goya,60734,Introductory,Humanities,English,4-8,99,True,50-100,9.9,601266.6,6012666
Java Programming Fundamentals,12042,Intermediate,Engineering,English,4-8,49,True,0-50,4.9,59005.8,590058
"Hollywood: History, Industry, Art",50033,Introductory,Communication,English,1-4,169,True,>150,16.900000000000002,845557.7000000001,8455577
Data Science Tools,15627,Introductory,Data Analysis & Statistics,English,4-8,39,True,0-50,3.9000000000000004,60945.3,609453
Statistical Thinking for Data Science and Analytics,198861,Introductory,Computer Science,English,4-8,99,True,50-100,9.9,1968723.9000000001,19687239
Philosophy and Critical Thinking,97175,Introductory,Humanities,English,4-8,99,True,50-100,9.9,962032.5,9620325
International Law,91868,Advanced,Law,English,8-12,150,True,100-150,15.0,1378020.0,13780200
Tourism and Travel Management,38503,Introductory,Business & Management,English,4-8,5,True,0-50,0.5,19251.5,192515
Project Management Life Cycle,120019,Intermediate,Business & Management,English,8-12,150,True,100-150,15.0,1800285.0,18002850
Solar Energy,125069,Introductory,Engineering,English,4-8,50,True,0-50,5.0,625345.0,6253450
Public Speaking,10129,Introductory,Communication,English,1-4,199,True,>150,19.900000000000002,201567.10000000003,2015671
Japanese Pronunciation for Communication,62757,Introductory,Communication,Otros,4-8,99,True,50-100,9.9,621294.3,6212943
Mindfulness and Resilience to Stress at Work,33414,Introductory,Business & Management,English,1-4,199,True,>150,19.900000000000002,664938.6000000001,6649386
Framing Your Communication to Inspire and Convince,49351,Intermediate,Business & Management,English,4-8,125,True,100-150,12.5,616887.5,6168875
Business Foundations,55154,Introductory,Business & Management,English,4-8,150,True,100-150,15.0,827310.0,8273100
The Chemistry of Life,78704,Introductory,Biology & Life Sciences,English,>12,49,True,0-50,4.9,385649.60000000003,3856496
Nutrition and Health: Micronutrients and Malnutrition,78266,Intermediate,Biology & Life Sciences,English,4-8,99,True,50-100,9.9,774833.4,7748334
Digital Design,12339,Introductory,Design,English,4-8,50,True,0-50,5.0,61695.0,616950
Machine Learning for Data Science and Analytics,140419,Introductory,Computer Science,English,4-8,99,True,50-100,9.9,1390148.1,13901481
The Science of Everyday Thinking,318399,Introductory,Business & Management,English,8-12,99,True,50-100,9.9,3152150.1,31521501
Gestion de projets de développement,41663,Intermediate,Business & Management,Otros,8-12,25,True,0-50,2.5,104157.5,1041575
Product Management Fundamentals,11913,Introductory,Business & Management,English,1-4,199,True,>150,19.900000000000002,237068.7,2370687
International Human Rights Law,74424,Advanced,Law,English,8-12,150,True,100-150,15.0,1116360.0,11163600
The Best Start in Life: Early Childhood Development for Sustainable Development,23139,Intermediate,Education & Teacher Training,English,4-8,49,True,0-50,4.9,113381.1,1133811
Data Science and Machine Learning Capstone Project,21809,Intermediate,Data Analysis & Statistics,English,4-8,99,True,50-100,9.9,215909.1,2159091
"Data Science for Construction, Architecture and Engineering",11113,Introductory,Data Analysis & Statistics,English,4-8,199,True,>150,19.900000000000002,221148.7,2211487
"Nutrition, Heart Disease and Diabetes",24986,Intermediate,Food & Nutrition,English,4-8,99,True,50-100,9.9,247361.40000000002,2473614
Project Management for Development,62099,Intermediate,Business & Management,English,8-12,49,True,0-50,4.9,304285.10000000003,3042851
Introduction to Cloud Infrastructure Technologies,86923,Introductory,Computer Science,English,>12,169,True,>150,16.900000000000002,1468998.7000000002,14689987
"Circular Fashion: Design, Science and Value in a Sustainable Clothing Industry",13566,Introductory,Art & Culture,English,4-8,65,True,50-100,6.5,88179.0,881790
Machine Learning,150855,Advanced,Computer Science,English,8-12,249,False,>150,24.900000000000002,3756289.5000000005,37562895
Introducción a la gestión de proyectos,98517,Introductory,Business & Management,Español,4-8,50,True,0-50,5.0,492585.0,4925850
Free Cash Flow Analysis,36085,Introductory,Business & Management,English,4-8,225,True,>150,22.5,811912.5,8119125
Lean Production,55926,Introductory,Business & Management,English,4-8,99,True,50-100,9.9,553667.4,5536674
Introduction to Algebra,131197,Introductory,Math,English,1-4,139,True,100-150,13.9,1823638.3,18236383
"LaTeX for Students, Engineers, and Scientists",11823,Introductory,Engineering,English,4-8,139,True,100-150,13.9,164339.7,1643397
Leading With Effective Communication (Inclusive Leadership Training),107770,Introductory,Communication,English,1-4,50,True,0-50,5.0,538850.0,5388500
Anatomy: Musculoskeletal and Integumentary Systems,51969,Introductory,Biology & Life Sciences,English,1-4,49,True,0-50,4.9,254648.1,2546481
"Inglés empresarial: ventas, gestión y liderazgo",10897,Introductory,Business & Management,English,1-4,49,False,0-50,4.9,53395.3,533953
Business Strategy from Wharton: Competitive Advantage,26675,Intermediate,Business & Management,English,4-8,199,True,>150,19.900000000000002,530832.5,5308325
Inteligencia emocional para el liderazgo efectivo y colaboración,14726,Introductory,Social Sciences,Español,1-4,49,True,0-50,4.9,72157.40000000001,721574
Introducción al desarrollo de aplicaciones web,27757,Introductory,Computer Science,Español,4-8,49,True,0-50,4.9,136009.30000000002,1360093
"Six Sigma: Analyze, Improve, Control",56016,Introductory,Business & Management,English,4-8,99,True,50-100,9.9,554558.4,5545584
Introducción a la inteligencia emocional,18830,Introductory,Social Sciences,Español,1-4,49,True,0-50,4.9,92267.0,922670
AP® Microeconomics,53664,Introductory,Economics & Finance,English,8-12,49,True,0-50,4.9,262953.60000000003,2629536
Engineering Calculus and Differential Equations,21535,Introductory,Math,English,4-8,50,True,0-50,5.0,107675.0,1076750
Linear Algebra - Foundations to Frontiers,88570,Intermediate,Computer Science,English,>12,49,True,0-50,4.9,433993.00000000006,4339930
Habilidades de negociación y comunicación efectiva,19614,Introductory,Business & Management,Español,1-4,149,True,100-150,14.9,292248.60000000003,2922486
Effective Communication for Today's Leader,8862,Intermediate,Business & Management,English,1-4,149,True,100-150,14.9,132043.80000000002,1320438
Electric Cars: Technology,40972,Intermediate,Engineering,English,1-4,50,True,0-50,5.0,204860.0,2048600
Site Planning Online,12948,Intermediate,Design,English,8-12,99,True,50-100,9.9,128185.20000000001,1281852
Macroeconometric Forecasting,69358,Intermediate,Economics & Finance,English,8-12,25,True,0-50,2.5,173395.0,1733950
Administración pública y fiscal: cómo se gestiona un gobierno,49189,Introductory,Economics & Finance,Español,8-12,25,True,0-50,2.5,122972.5,1229725
Fundamentals of Red Hat Enterprise Linux,53788,Introductory,Computer Science,English,8-12,99,True,50-100,9.9,532501.2000000001,5325012
Algorithms,61722,Intermediate,Computer Science,English,4-8,149,True,100-150,14.9,919657.8,9196578
Calculus Applied!,54976,Intermediate,Math,English,8-12,99,True,50-100,9.9,544262.4,5442624
Precalculus,55576,Intermediate,Math,English,>12,49,True,0-50,4.9,272322.4,2723224
Fundamentos de anatomía y técnica quirúrgica básica,12133,Introductory,Medicine,Español,1-4,49,False,0-50,4.9,59451.700000000004,594517
Business Communications,60713,Introductory,Business & Management,English,4-8,150,True,100-150,15.0,910695.0,9106950
Italian Language and Culture: Intermediate (2019-2020),35058,Intermediate,Language,Otros,8-12,49,True,0-50,4.9,171784.2,1717842
International Women's Health and Human Rights,9796,Introductory,Social Sciences,English,8-12,50,True,0-50,5.0,48980.0,489800
Blockchain: Understanding Its Uses and Implications,66769,Introductory,Business & Management,English,>12,199,True,>150,19.900000000000002,1328703.1,13287031
"A-level Mathematics for Year 12 - Course 1: Algebraic Methods, Graphs and Applied Mathematics Methods",22366,Intermediate,Math,English,4-8,49,True,0-50,4.9,109593.40000000001,1095934
Blockchain Technology,55376,Intermediate,Computer Science,English,4-8,99,True,50-100,9.9,548222.4,5482224
Basics of Power BI,8314,Introductory,Data Analysis & Statistics,English,1-4,49,True,0-50,4.9,40738.600000000006,407386
Preparing to Network in English,34337,Introductory,Language,English,4-8,149,True,100-150,14.9,511621.3,5116213
Mandarin Chinese Essentials,36665,Introductory,Language,English,4-8,99,True,50-100,9.9,362983.5,3629835
Human Rights: The Rights of Refugees,84270,Introductory,Humanities,English,1-4,49,True,0-50,4.9,412923.00000000006,4129230
What do Architects and Urban Planners do?,11046,Introductory,Architecture,English,1-4,49,True,0-50,4.9,54125.4,541254
"U.S. Political Institutions: Congress, Presidency, Courts, and Bureaucracy",22723,Introductory,Social Sciences,English,1-4,49,True,0-50,4.9,111342.70000000001,1113427
Negotiation Skills and Effective Communication,8146,Intermediate,Business & Management,English,1-4,149,True,100-150,14.9,121375.40000000001,1213754
AP® English Literature & Composition – Part 1: Stories,15650,Introductory,Humanities,English,4-8,49,True,0-50,4.9,76685.0,766850
"Viruses & How to Beat Them: Cells, Immunity, Vaccines",28710,Introductory,Medicine,English,4-8,149,True,100-150,14.9,427779.0,4277790
Alianzas: un vehículo para lograr el desarrollo sostenible,17554,Introductory,Social Sciences,Español,8-12,25,True,0-50,2.5,43885.0,438850
Designing and Creating Skirts,13954,Introductory,Design,English,4-8,99,True,50-100,9.9,138144.6,1381446
Cómo Aprender Online,7958,Introductory,Education & Teacher Training,Español,1-4,49,True,0-50,4.9,38994.200000000004,389942
Computing in Python II: Control Structures,31511,Introductory,Computer Science,English,4-8,99,True,50-100,9.9,311958.9,3119589
Facebook Ads: Cómo utilizar el poder de la publicidad en Facebook,29614,Introductory,Communication,Español,4-8,49,True,0-50,4.9,145108.6,1451086
Machine Learning Fundamentals,82008,Advanced,Data Analysis & Statistics,English,8-12,350,True,>150,35.0,2870280.0,28702800
Pre-University Calculus,103224,Introductory,Math,English,4-8,50,True,0-50,5.0,516120.0,5161200
Tsinghua Chinese: Start Talking with 1.3 Billion People,58834,Introductory,Language,English,4-8,49,True,0-50,4.9,288286.60000000003,2882866
Deep Learning with Python and PyTorch,36195,Intermediate,Data Analysis & Statistics,English,4-8,99,True,50-100,9.9,358330.5,3583305
Diseña presentaciones eficaces con Powerpoint,36663,Introductory,Computer Science,Español,1-4,50,True,0-50,5.0,183315.0,1833150
World of Wine: From Grape to Glass,81839,Introductory,Science,English,4-8,199,True,>150,19.900000000000002,1628596.1,16285961
Sustainable Cities,16619,Intermediate,Environmental Studies,English,8-12,49,True,0-50,4.9,81433.1,814331
Introduction to Developmental Psychology,38060,Introductory,Humanities,English,4-8,99,True,50-100,9.9,376794.0,3767940
Creativity & Entrepreneurship,69413,Introductory,Business & Management,English,1-4,49,True,0-50,4.9,340123.7,3401237
College Algebra and Problem Solving,103010,Introductory,Math,English,>12,49,True,0-50,4.9,504749.00000000006,5047490
Academic writing for clarity and meaning,16220,Introductory,Education & Teacher Training,English,1-4,49,True,0-50,4.9,79478.0,794780
Financial Development and Financial Inclusion,13853,Intermediate,Economics & Finance,English,4-8,25,True,0-50,2.5,34632.5,346325
Global Public Health,17273,Intermediate,Health & Safety,English,8-12,49,True,0-50,4.9,84637.70000000001,846377
Embedded Systems - Shape The World: Microcontroller Input/Output,69182,Intermediate,Computer Science,English,4-8,49,True,0-50,4.9,338991.80000000005,3389918
Introduction to Animal Behaviour,42135,Introductory,Biology & Life Sciences,English,4-8,49,True,0-50,4.9,206461.50000000003,2064615
Circular Economy: An Introduction,50240,Introductory,Business & Management,English,4-8,50,True,0-50,5.0,251200.0,2512000
Public Financial Management,23288,Intermediate,Economics & Finance,English,4-8,25,True,0-50,2.5,58220.0,582200
Anatomy: Human Neuroanatomy,49319,Introductory,Biology & Life Sciences,English,4-8,49,True,0-50,4.9,241663.1,2416631
