course_title,is_paid,price,num_subscribers,level,published_timestamp,subject,categ_price,categ_duration,sales,comisiones,costos
"Laravel, the complete guide with real world projects",True,200,676,All Levels,03-02-2017,Web Development,150-200,>10,135200,74.0,50024.0
VueJS V1 Introduction to VueJS JavaScript Framework,True,200,3632,Beginner Level,26-07-2016,Web Development,150-200,0-2,726400,74.0,268768.0
HTML CSS: Essential steps to learn HTML CSS,True,145,10576,Beginner Level,11-11-2015,Web Development,100-150,2-4,1533520,53.65,567402.4
Learn HTML 5 in 1 hour,True,100,11643,Beginner Level,12-08-2013,Web Development,50-100,0-2,1164300,37.0,430791.0
Learn Html5 & CSS3 from scratch,True,20,13960,All Levels,26-07-2014,Web Development,0-50,2-4,279200,7.4,103304.0
Responsive Web Design: Made Easy,True,195,5085,All Levels,13-02-2014,Web Development,150-200,6-8,991575,72.15,366882.75
Parse Server: From Front End to Full Stack,True,200,1130,Intermediate Level,29-07-2016,Web Development,150-200,4-6,226000,74.0,83620.0
Codeigniter: How to use Codeigniter that drives knowledge,True,150,14606,All Levels,29-07-2014,Web Development,100-150,2-4,2190900,55.5,810633.0
jQuery for Beginners - Create Website Animations Easily,True,100,2971,All Levels,24-03-2015,Web Development,50-100,2-4,297100,37.0,109927.0
How to Build Chat Bots: From Beginner to Intermediate,True,140,2814,All Levels,03-10-2016,Web Development,100-150,0-2,393960,51.8,145765.19999999998
Web Development with BootStrap - 16 Instant Themes Included!,True,40,1355,All Levels,14-07-2015,Web Development,0-50,2-4,54200,14.8,20054.0
Install a Wordpress Theme the Correct Way & Charge Others,True,20,2335,All Levels,20-09-2015,Web Development,0-50,0-2,46700,7.4,17279.0
Coding for Entrepreneurs Basic,False,0,161029,Beginner Level,09-06-2013,Web Development,0-50,2-4,0,0.0,0.0
The CSS and CSS3 Crash Course,True,150,2051,All Levels,15-03-2013,Web Development,100-150,>10,307650,55.5,113830.5
Build a Business or Personal Website Using Wordpress,True,200,1069,Beginner Level,25-07-2016,Web Development,150-200,4-6,213800,74.0,79106.0
Learn By Example: PHP For Dynamic Websites,True,50,1439,Beginner Level,06-04-2016,Web Development,0-50,>10,71950,18.5,26621.5
Learn ReactJS: Code Like A Facebook Developer,True,20,1948,Intermediate Level,24-08-2015,Web Development,0-50,4-6,38960,7.4,14415.2
Learn to Build Web Apps using D3JS,True,40,841,All Levels,01-12-2015,Web Development,0-50,2-4,33640,14.8,12446.800000000001
How to create awesome website and e-commerce in 1 hour,True,20,937,All Levels,18-07-2016,Web Development,0-50,0-2,18740,7.4,6933.8
Joomla for Beginners - Learn how to build a website with CMS,True,95,583,Beginner Level,23-01-2017,Web Development,50-100,2-4,55385,35.15,20492.45
Learning Drupal 8,True,50,577,All Levels,11-05-2016,Web Development,0-50,8-10,28850,18.5,10674.5
Learn How To Build a Web Application Without Coding,False,0,9364,Beginner Level,04-03-2015,Web Development,0-50,0-2,0,0.0,0.0
Rock Solid Wordpress Security - Secure Web Development,False,0,5052,All Levels,28-12-2014,Web Development,0-50,0-2,0,0.0,0.0
Mastering JavaScript,True,95,694,Expert Level,04-09-2015,Web Development,50-100,2-4,65930,35.15,24394.1
PHP Laravel 5:Creating a CRUD application,True,45,511,All Levels,28-11-2016,Web Development,0-50,0-2,22995,16.65,8508.15
XQUERY :basics for beginners,True,40,937,All Levels,27-09-2016,Web Development,0-50,0-2,37480,14.8,13867.6
PHP Development with the Laravel Framework,True,50,1611,All Levels,11-03-2014,Web Development,0-50,2-4,80550,18.5,29803.5
WordPress Development - Themes and Plugins Complete Guide,True,200,103,All Levels,30-06-2017,Web Development,150-200,4-6,20600,74.0,7622.0
Basic JavaScript: Build 4 Basic JavaScript Projects,True,40,670,Beginner Level,04-02-2016,Web Development,0-50,4-6,26800,14.8,9916.0
HTML and CSS for Beginning Web Developers,True,100,1606,Beginner Level,13-12-2013,Web Development,50-100,8-10,160600,37.0,59422.0
Popular JavaScript Framework:Learn The Language Of Angular 2,True,200,260,Beginner Level,11-11-2016,Web Development,150-200,>10,52000,74.0,19240.0
The Ultimate Guide to the Best WordPress Plugins Part 1,True,50,122,All Levels,16-02-2017,Web Development,0-50,>10,6100,18.5,2257.0
XSLT :basics for beginners,True,35,877,All Levels,27-09-2016,Web Development,0-50,0-2,30695,12.95,11357.15
The Complete Wordpress Plugin Development Course - 8 Plugins,True,200,1215,All Levels,29-05-2013,Web Development,150-200,2-4,243000,74.0,89910.0
JSON Crash Course for Beginners,True,45,3323,Beginner Level,17-01-2017,Web Development,0-50,0-2,149535,16.65,55327.95
You can create Incredible Websites with HTML CSS learn how,True,100,11892,All Levels,12-09-2015,Web Development,50-100,2-4,1189200,37.0,440004.0
JavaScript Tricks how to create code projects from scratch,True,75,15106,All Levels,29-10-2015,Web Development,50-100,0-2,1132950,27.75,419191.5
The Sass Course! Learn Sass for Real-World Websites,True,95,975,All Levels,08-12-2016,Web Development,50-100,2-4,92625,35.15,34271.25
Web Design How to Create a Website HTML CSS Bootstrap,True,75,5263,Beginner Level,12-09-2016,Web Development,50-100,0-2,394725,27.75,146048.25
Master Angular 4 by Example - Build 7 Awesome Apps!,True,195,596,All Levels,01-05-2017,Web Development,150-200,6-8,116220,72.15,43001.4
Create A Custom Responsive WordPress Website For A Client,True,95,7517,All Levels,21-04-2014,Web Development,50-100,4-6,714115,35.15,264222.55
Mastering HTML5 Programming - The Easier Way,True,75,21653,All Levels,07-01-2013,Web Development,50-100,6-8,1623975,27.75,600870.75
How to Launch Your Own Website Builder Service,True,20,9028,Beginner Level,28-07-2015,Web Development,0-50,0-2,180560,7.4,66807.2
Getting Started with HTML,True,40,7375,Beginner Level,07-03-2016,Web Development,0-50,0-2,295000,14.8,109150.0
Spring Framework 4 (Java Enterprise JEE) with AngularJS,True,95,5177,All Levels,21-09-2015,Web Development,50-100,>10,491815,35.15,181971.55
Build A Weather App With Ajax Using Open Weather Map API,True,20,6548,All Levels,01-12-2016,Web Development,0-50,2-4,130960,7.4,48455.200000000004
Essentials of JavaScript Practice Coding Exercises Tips,True,80,28125,Beginner Level,25-09-2015,Web Development,50-100,0-2,2250000,29.6,832500.0
Learn and Earn with HTML & CSS,True,20,9349,All Levels,11-03-2016,Web Development,0-50,2-4,186980,7.4,69182.6
Get started Creating Websites Everything you need provided,True,100,14260,Beginner Level,25-09-2015,Web Development,50-100,2-4,1426000,37.0,527620.0
JavaScript in Action JavaScript Projects,True,150,7720,Beginner Level,29-03-2016,Web Development,100-150,0-2,1158000,55.5,428460.0
Modern Web Development with Laravel 5.2 (PHP Framework),True,120,2142,All Levels,24-01-2016,Web Development,100-150,>10,257040,44.4,95104.8
Programming for Entrepreneurs - JavaScript,True,200,12873,Beginner Level,11-11-2013,Web Development,150-200,2-4,2574600,74.0,952602.0
Create a Website from Scratch using HTML CSS step by step,True,75,12882,Beginner Level,27-11-2015,Web Development,50-100,0-2,966150,27.75,357475.5
Complete AJAX Course: Learn AJAX Techniques Using Bootstrap,True,195,12368,All Levels,13-11-2015,Web Development,150-200,2-4,2411760,72.15,892351.2000000001
Learn jQuery by Example Course,True,170,8625,Beginner Level,23-04-2016,Web Development,150-200,4-6,1466250,62.9,542512.5
Bootstrap 4 Theme Development Masterclass,True,150,2641,All Levels,24-02-2017,Web Development,100-150,0-2,396150,55.5,146575.5
Wordpress Theme Development for Beginners,True,20,1052,All Levels,17-05-2017,Web Development,0-50,6-8,21040,7.4,7784.8
Web Design Creating websites from scratch,True,75,13920,Beginner Level,19-09-2016,Web Development,50-100,0-2,1044000,27.75,386280.0
HTML Learning the Basics Intro to HTML website coding,True,20,7416,Beginner Level,31-05-2015,Web Development,0-50,0-2,148320,7.4,54878.4
Learn how to use Javascript Components with PHP and Symfony,True,90,1822,All Levels,05-06-2017,Web Development,50-100,0-2,163980,33.3,60672.59999999999
So you think you know JavaScript?,True,50,1010,All Levels,12-05-2016,Web Development,0-50,4-6,50500,18.5,18685.0
Learn Node.js by building Udemy: Stripe + MailChimp + Wistia,True,110,1425,All Levels,12-09-2016,Web Development,100-150,4-6,156750,40.7,57997.50000000001
Learn jQuery: An In-depth Course For Beginners,True,50,7014,All Levels,29-11-2011,Web Development,0-50,4-6,350700,18.5,129759.0
JavaScript for Beginning Web Developers,True,75,7785,Beginner Level,16-01-2014,Web Development,50-100,4-6,583875,27.75,216033.75
JQuery Create Overlay Popups from scratch using Jquery,True,50,4407,All Levels,04-12-2015,Web Development,0-50,2-4,220350,18.5,81529.5
Vue JS 2: From Beginner to Professional,True,145,602,All Levels,28-12-2016,Web Development,100-150,>10,87290,53.65,32297.3
Ultimate AngularJS: Build a Real-World App from Scratch,True,100,1712,All Levels,08-02-2016,Web Development,50-100,4-6,171200,37.0,63344.0
Wordpress Site Migration,True,20,1894,All Levels,28-07-2016,Web Development,0-50,0-2,37880,7.4,14015.6
introduction to HTML Course,True,20,3258,Beginner Level,16-05-2016,Web Development,0-50,0-2,65160,7.4,24109.2
Create Single Page Website using Twitter Bootstrap 3,True,20,7449,Intermediate Level,19-04-2014,Web Development,0-50,0-2,148980,7.4,55122.600000000006
The All-In-One Web Development Course,True,85,538,All Levels,27-04-2017,Web Development,50-100,>10,45730,31.45,16920.1
Code a Responsive Website Using HTML5 and CSS for Beginners,True,50,1271,Beginner Level,09-01-2014,Web Development,0-50,6-8,63550,18.5,23513.5
AngularJS for the Real World - Learn by creating a WebApp,True,115,1407,All Levels,07-09-2015,Web Development,100-150,6-8,161805,42.55,59867.85
Wordpress Tutorial   ,True,200,2311,All Levels,04-12-2014,Web Development,150-200,0-2,462200,74.0,171014.0
Create a REAL Social Network like Facebook in PHP + MySQL,True,45,1002,All Levels,19-09-2016,Web Development,0-50,>10,45090,16.65,16683.3
Advanced Node.js Development,True,55,2565,Expert Level,28-08-2014,Web Development,50-100,2-4,141075,20.35,52197.75000000001
ASP.NET MVC 5 Project - Facebook Clone,True,30,210,All Levels,09-02-2017,Web Development,0-50,4-6,6300,11.1,2331.0
Bootstrap For Beginners: A  Basic Introduction,True,55,1186,Beginner Level,13-11-2015,Web Development,50-100,0-2,65230,20.35,24135.100000000002
jQuery for Beginners,True,20,1421,All Levels,10-11-2015,Web Development,0-50,2-4,28420,7.4,10515.4
JavaScript Basics For Web Developers,True,20,958,Beginner Level,11-07-2016,Web Development,0-50,0-2,19160,7.4,7089.200000000001
Learn PHP from Scratch,True,50,1550,Beginner Level,26-07-2015,Web Development,0-50,0-2,77500,18.5,28675.0
Learn Express,True,25,1309,Intermediate Level,01-06-2015,Web Development,0-50,0-2,32725,9.25,12108.25
"Build A Web App with VueJS, Spring Framework and MongoDB",True,145,251,All Levels,30-11-2016,Web Development,100-150,2-4,36395,53.65,13466.15
Zend Framework 2: Learn the PHP framework ZF2 from scratch,True,40,723,All Levels,11-11-2015,Web Development,0-50,6-8,28920,14.8,10700.4
Improved SEO with Rich Snippets and MicroData,False,0,11026,Intermediate Level,09-06-2014,Web Development,0-50,0-2,0,0.0,0.0
X theme for WordPress: Responsive web design without code!,True,20,1318,All Levels,22-03-2015,Web Development,0-50,6-8,26360,7.4,9753.2
Become a HTML and CSS Developer - Build a Responsive Site,False,0,3894,Beginner Level,26-05-2016,Web Development,0-50,0-2,0,0.0,0.0
How to Make a Wordpress Website 2017,False,0,12293,All Levels,14-01-2015,Web Development,0-50,2-4,0,0.0,0.0
Install Wordpress,True,20,1447,Beginner Level,06-11-2015,Web Development,0-50,0-2,28940,7.4,10707.800000000001
CSS Specialist: Comprehensive CSS Training,True,100,487,Beginner Level,08-08-2016,Web Development,50-100,4-6,48700,37.0,18019.0
Introduction to Laravel 4,False,0,9110,All Levels,12-09-2014,Web Development,0-50,2-4,0,0.0,0.0
Introduction to Elm,False,0,1519,Intermediate Level,15-05-2017,Web Development,0-50,0-2,0,0.0,0.0
Learn to Freelance with People Per hour  (URDU),True,20,948,All Levels,14-09-2015,Web Development,0-50,0-2,18960,7.4,7015.200000000001
Learn Wordpress 4 from Scratch : Create Awesome Websites,True,75,2023,All Levels,13-08-2015,Web Development,50-100,0-2,151725,27.75,56138.25
Amazon Alexa Development: From Beginner to Intermediate,True,140,1858,All Levels,03-12-2016,Web Development,100-150,2-4,260120,51.8,96244.4
The Build a SAAS App with Flask Course,True,40,2244,All Levels,02-06-2016,Web Development,0-50,8-10,89760,14.8,33211.200000000004
Learn JSON with JavaScript Objects and APIs in 1 hour,True,95,3619,Intermediate Level,26-10-2016,Web Development,50-100,0-2,343805,35.15,127207.84999999999
1 Hour JavaScript,True,200,22999,Beginner Level,04-07-2013,Web Development,150-200,0-2,4599800,74.0,1701926.0
Building An E-Commerce Store Using Java Spring Framework,True,95,2743,All Levels,01-02-2016,Web Development,50-100,>10,260585,35.15,96416.45
Typescript Masterclass & FREE E-Book,True,150,1229,All Levels,08-11-2016,Web Development,100-150,6-8,184350,55.5,68209.5
PHP MVC Framework CodeIgniter Tutorial for Beginners Project,True,100,3701,All Levels,28-08-2015,Web Development,50-100,>10,370100,37.0,136937.0
JavaScript - Become Higly Paid Front End Developer,True,105,710,Beginner Level,17-04-2017,Web Development,100-150,2-4,74550,38.85,27583.5
Object Oriented Programming (OOP) in PHP - Build An OOP Site,True,20,6588,All Levels,17-06-2014,Web Development,0-50,0-2,131760,7.4,48751.200000000004
Beginners Introduction to Web Development,True,200,7331,Beginner Level,13-02-2017,Web Development,150-200,0-2,1466200,74.0,542494.0
Django + AngularJS for a Powerful Web Application,True,95,4463,Intermediate Level,13-10-2016,Web Development,50-100,4-6,423985,35.15,156874.44999999998
WordPress Academy: Learn WordPress step by step,True,150,1873,Beginner Level,12-07-2016,Web Development,100-150,6-8,280950,55.5,103951.5
Web Development Essential Skills - Complete HTML and CSS,True,95,1388,All Levels,29-09-2015,Web Development,50-100,6-8,131860,35.15,48788.2
Byte-Sized-Chunks: Closures in Javascript,True,20,1292,All Levels,10-03-2016,Web Development,0-50,0-2,25840,7.4,9560.800000000001
Laravel Account Activation Project,True,50,1147,All Levels,07-12-2016,Web Development,0-50,2-4,57350,18.5,21219.5
WordPress: Create an Amazing Website With Ease,True,200,1109,All Levels,03-05-2016,Web Development,150-200,2-4,221800,74.0,82066.0
Mastering the Google Chrome Developer Tools,True,20,2002,All Levels,21-04-2015,Web Development,0-50,0-2,40040,7.4,14814.800000000001
Kali Linux Web App Testing,True,75,876,All Levels,11-06-2015,Web Development,50-100,2-4,65700,27.75,24309.0
Learn Ruby Programming The Easy Way - Lite,True,20,1186,All Levels,21-02-2016,Web Development,0-50,0-2,23720,7.4,8776.4
"Web Scraping with Python, Ruby & import. io",True,75,973,All Levels,09-08-2015,Web Development,50-100,4-6,72975,27.75,27000.75
Sending email with PHP: from Basic to Advanced,True,40,379,All Levels,10-06-2016,Web Development,0-50,0-2,15160,14.8,5609.2
WordPress 2016 for Beginners : Build awesome websites!,True,20,2177,All Levels,13-07-2015,Web Development,0-50,2-4,43540,7.4,16109.800000000001
Learn to make websites with Google's Material Design Lite,True,20,1063,All Levels,20-07-2015,Web Development,0-50,4-6,21260,7.4,7866.200000000001
Joomla 3 : Develop a Professional Website in 3 Simple Steps!,True,35,1309,All Levels,13-03-2015,Web Development,0-50,4-6,45815,12.95,16951.55
Complete Python Web Course: Build 8 Python Web Apps,True,110,7489,All Levels,08-11-2015,Web Development,100-150,>10,823790,40.7,304802.30000000005
Web Design for Beginners: Real World Coding in HTML & CSS,True,100,9103,All Levels,22-09-2014,Web Development,50-100,8-10,910300,37.0,336811.0
Ethereum Developer: Build A Decentralised Blockchain App,True,195,3169,All Levels,26-09-2016,Web Development,150-200,2-4,617955,72.15,228643.35
The Complete Web Development Course -  Build 15 Projects,True,200,7501,All Levels,09-11-2015,Web Development,150-200,>10,1500200,74.0,555074.0
Angular 2 + Rails 5 Bootcamp,True,150,1967,Intermediate Level,15-11-2016,Web Development,100-150,8-10,295050,55.5,109168.5
Javascript - From Beginner to Pro-Build real world JS apps,True,195,28694,Beginner Level,11-12-2016,Web Development,150-200,>10,5595330,72.15,2070272.1
Redux in Angular (2 and 4+),True,70,909,Intermediate Level,23-06-2017,Web Development,50-100,0-2,63630,25.9,23543.1
The complete JavaScript developer: MEAN stack zero-to-hero,True,75,4820,All Levels,16-12-2015,Web Development,50-100,>10,361500,27.75,133755.0
Running a Web Development Business: The Complete Guide,True,150,24575,All Levels,26-08-2015,Web Development,100-150,>10,3686250,55.5,1363912.5
Projects In JavaScript & JQuery,True,60,9109,All Levels,16-10-2014,Web Development,50-100,8-10,546540,22.2,202219.8
Learn To Build Beautiful HTML5 And CSS3 Websites In 1 Month,True,50,18818,All Levels,03-06-2014,Web Development,0-50,>10,940900,18.5,348133.0
"Full stack Universal React with Redux, Node js and MongoDB",True,195,1121,Intermediate Level,08-05-2017,Web Development,150-200,4-6,218595,72.15,80880.15000000001
